Id,Time[ns],0:UART: RX/TX
868,2266144480.00,1A
869,2266155340.00,23
870,2266166200.00,10
871,2266177060.00,92
872,2266187920.00,00
873,2266198780.00,00
874,2266209640.00,00
875,2266220500.00,1F
876,2266231360.00,19
877,2266242220.00,00
878,2266253080.00,00
879,2266263940.00,00
880,2266274800.00,1C
881,2266285660.00,23
882,2266296520.00,3B
883,2266307380.00,46
884,2266318240.00,00
885,2266329100.00,00
886,2266339960.00,00
887,2266350820.00,1F
888,2266361660.00,19
889,2266372540.00,00
890,2266383380.00,00
891,2266394260.00,00
892,2266405100.00,1F
893,2266415980.00,23
894,2266426820.00,46
895,2266437700.00,90
896,2266448540.00,00
897,2266459420.00,00
898,2266470260.00,00
899,2266481120.00,1F
900,2266491980.00,19
901,2266502840.00,00
902,2266513700.00,00
903,2266524560.00,00
904,2266535420.00,20
905,2266546280.00,23
906,2266557140.00,1B
907,2266568000.00,4D
908,2266578860.00,00
909,2266589720.00,00
910,2266600580.00,00
911,2266611440.00,1F
912,2266622300.00,19
913,2266633160.00,00
914,2266644020.00,00
915,2266654880.00,01
916,2266665740.00,83
917,2266676600.00,23
918,2266687460.00,22
919,2266698320.00,B8
920,2266709180.00,00
921,2266720040.00,00
922,2266730900.00,00
923,2266741760.00,1F
924,2266752620.00,19
925,2266763480.00,00
926,2266774340.00,00
927,2266785200.00,01
928,2266796060.00,85
929,2266806920.00,23
930,2266817780.00,21
931,2266828640.00,C7
932,2266839480.00,00
933,2266850360.00,00
934,2266861200.00,00
935,2266872080.00,1F
936,2266882920.00,19
937,2266893800.00,00
938,2266904640.00,00
939,2266915520.00,01
940,2266926360.00,8A
941,2266937220.00,23
942,2266948080.00,22
943,2266958940.00,AB
944,2266969800.00,00
945,2266980660.00,00
946,2266991520.00,00
947,2267002380.00,1F
948,2267013240.00,19
949,2267024100.00,00
950,2267034960.00,00
951,2267045820.00,02
952,2267056680.00,05
953,2267067540.00,23
954,2267078400.00,2D
955,2267089260.00,45
956,2267100120.00,00
957,2267110980.00,00
958,2267121840.00,00
959,2267132700.00,1F
960,2267143560.00,19
961,2267154420.00,00
962,2267165280.00,00
963,2267176140.00,02
964,2267187000.00,08
965,2267197860.00,23
966,2267208720.00,19
967,2267219580.00,05
968,2267230440.00,01
969,2267241300.00,00
970,2267252160.00,00
971,2267263020.00,1F
972,2267273880.00,19
973,2267284740.00,00
974,2267295600.00,00
975,2267306460.00,02
976,2267317300.00,0D
977,2267328180.00,23
978,2267339020.00,1D
979,2267349900.00,3A
980,2267360740.00,01
981,2267371620.00,00
982,2267382460.00,00
983,2267393340.00,1F
984,2267404180.00,19
985,2267415040.00,00
986,2267425900.00,00
987,2267436760.00,02
988,2267447620.00,0F
989,2267458480.00,23
990,2267469340.00,32
991,2267480200.00,F6
992,2267491060.00,00
993,2267501920.00,00
994,2267512780.00,00
995,2267523640.00,1F
996,2267534500.00,19
997,2267545360.00,00
998,2267556220.00,00
999,2267567080.00,02
1000,2267577940.00,10
1001,2267588800.00,23
1002,2267599660.00,2D
1003,2267610520.00,B4
1004,2267621380.00,00
1005,2267632240.00,00
1006,2267643100.00,00
1007,2267653960.00,1F
1008,2267664820.00,19
1009,2267675680.00,00
1010,2267686540.00,00
1011,2267697400.00,02
1012,2267708260.00,1F
1013,2267719120.00,23
1014,2267729980.00,0A
1015,2267740840.00,1E
1016,2267751700.00,00
1017,2267762560.00,00
1018,2267773420.00,00
1019,2267784280.00,1F
1020,2267795120.00,19
1021,2267806000.00,00
1022,2267816840.00,00
1023,2267827720.00,24
1024,2267838560.00,41
1025,2267849440.00,B5
1026,2267860280.00,62
1027,2267871140.00,01
1028,2267882000.00,60
1029,2267892860.00,10
1030,2267903720.00,00
1031,2267914580.00,F3
1032,2267925440.00,05
1033,2267936300.00,00
1034,2267947160.00,00
1035,2267958020.00,01
1036,2267968880.00,00
1037,2267979740.00,00
1038,2267990600.00,00
1039,2268001460.00,00
1040,2268012320.00,00
1041,2268023180.00,00
1042,2268034040.00,00
1043,2268044900.00,00
1044,2268055760.00,00
1045,2268066620.00,00
1046,2268077480.00,00
1047,2268088340.00,6A
1048,2268099200.00,DB
1049,2268110060.00,B5
1050,2268120920.00,62
1051,2268131780.00,0D
1052,2268142640.00,01
1053,2268153500.00,10
1054,2268164360.00,00
1055,2268175220.00,F3
1056,2268186080.00,05
1057,2268196940.00,00
1058,2268207800.00,00
1059,2268218660.00,00
1060,2268229520.00,00
1061,2268240380.00,00
1062,2268251220.00,00
1063,2268262100.00,00
1064,2268272940.00,00
1065,2268283820.00,00
1066,2268294660.00,00
1067,2268305540.00,2D
1068,2268316380.00,09
1069,2268327260.00,1A
1070,2268338100.00,00
1071,2268348960.00,66
1072,2268359820.00,B5
1073,2268370680.00,B5
1074,2268381540.00,62
1075,2268392400.00,02
1076,2268403260.00,15
1077,2268414120.00,10
1078,2268424980.00,00
1079,2268435840.00,91
1080,2268446700.00,ED
1081,2268457560.00,7C
1082,2268468420.00,3F
1083,2268479280.00,35
1084,2268490140.00,5E
1085,2268501000.00,F8
1086,2268511860.00,3F
1087,2268522720.00,2D
1088,2268533580.00,09
1089,2268544440.00,12
1090,2268555300.00,00
1091,2268566160.00,01
1092,2268577020.00,00
1093,2268587880.00,00
1094,2268598740.00,00
1095,2268609600.00,73
1096,2268620460.00,49
1097,2462285960.00,B5
1098,2462296820.00,62
1099,2462307680.00,01
1100,2462318540.00,07
1101,2462329400.00,5C
1102,2462340260.00,00
1103,2462351120.00,BC
1104,2462361980.00,06
1105,2462372840.00,00
1106,2462383700.00,00
1107,2462394560.00,E9
1108,2462405420.00,07
1109,2462416280.00,01
1110,2462427140.00,0C
1111,2462438000.00,00
1112,2462448860.00,00
1113,2462459720.00,01
1114,2462470580.00,37
1115,2462481440.00,06
1116,2462492300.00,00
1117,2462503160.00,00
1118,2462514020.00,00
1119,2462524880.00,FD
1120,2462535740.00,89
1121,2462546600.00,DE
1122,2462557440.00,11
1123,2462568320.00,03
1124,2462579160.00,01
1125,2462590040.00,0E
1126,2462600880.00,12
1127,2462611760.00,11
1128,2462622600.00,AE
1129,2462633480.00,33
1130,2462644320.00,D0
1131,2462655180.00,A2
1132,2462666040.00,13
1133,2462676900.00,5F
1134,2462687760.00,0F
1135,2462698620.00,E9
1136,2462709480.00,1E
1137,2462720340.00,01
1138,2462731200.00,00
1139,2462742060.00,26
1140,2462752920.00,8A
1141,2462763780.00,01
1142,2462774640.00,00
1143,2462785500.00,9B
1144,2462796360.00,05
1145,2462807220.00,00
1146,2462818080.00,00
1147,2462828940.00,19
1148,2462839800.00,08
1149,2462850660.00,00
1150,2462861520.00,00
1151,2462872380.00,FE
1152,2462883240.00,FF
1153,2462894100.00,FF
1154,2462904960.00,FF
1155,2462915820.00,01
1156,2462926680.00,00
1157,2462937540.00,00
1158,2462948400.00,00
1159,2462959260.00,01
1160,2462970120.00,00
1161,2462980980.00,00
1162,2462991840.00,00
1163,2463002700.00,00
1164,2463013560.00,00
1165,2463024420.00,00
1166,2463035280.00,00
1167,2463046140.00,DA
1168,2463056980.00,8A
1169,2463067860.00,C7
1170,2463078700.00,00
1171,2463089580.00,08
1172,2463100420.00,00
1173,2463111300.00,00
1174,2463122140.00,00
1175,2463133020.00,9E
1176,2463143860.00,D8
1177,2463154720.00,F0
1178,2463165580.00,00
1179,2463176440.00,6E
1180,2463187300.00,00
1181,2463198160.00,00
1182,2463209020.00,00
1183,2463219880.00,00
1184,2463230740.00,00
1185,2463241600.00,00
1186,2463252460.00,00
1187,2463263320.00,E0
1188,2463274180.00,4A
1189,2463285040.00,23
1190,2463295900.00,00
1191,2463306760.00,00
1192,2463317620.00,00
1193,2463328480.00,00
1194,2463339340.00,00
1195,2463350200.00,AA
1196,2463361060.00,07
1197,2463371920.00,B5
1198,2463382780.00,62
1199,2463393640.00,01
1200,2463404500.00,01
1201,2463415360.00,14
1202,2463426220.00,00
1203,2463437080.00,BC
1204,2463447940.00,06
1205,2463458800.00,00
1206,2463469660.00,00
1207,2463480520.00,7B
1208,2463491360.00,B0
1209,2463502240.00,DD
1210,2463513080.00,05
1211,2463523960.00,16
1212,2463534800.00,70
1213,2463545680.00,40
1214,2463556520.00,DE
1215,2463567400.00,93
1216,2463578240.00,76
1217,2463589100.00,6F
