Id,Time[ns],0:UART: RX/TX
905,3456354300.00,00
906,3456365150.00,00
907,3456376000.00,00
908,3456386850.00,00
909,3456397700.00,00
910,3456408550.00,00
911,3456419400.00,00
912,3456430250.00,98
913,3456441100.00,BD
914,3456451950.00,FF
915,3456462800.00,FF
916,3456473650.00,FF
917,3456484500.00,FF
918,3456495350.00,FF
919,3456506200.00,FF
920,3456517050.00,00
921,3456527900.00,76
922,3456538750.00,84
923,3456549600.00,DF
924,3456560450.00,00
925,3456571300.00,00
926,3456582150.00,00
927,3456593000.00,00
928,3456603850.00,00
929,3456614700.00,00
930,3456625550.00,00
931,3456636400.00,00
932,3456647250.00,00
933,3456658100.00,00
934,3456668950.00,00
935,3456679800.00,00
936,3456690650.00,00
937,3456701500.00,00
938,3456712350.00,00
939,3456723200.00,00
940,3456734050.00,00
941,3456744900.00,00
942,3456755750.00,00
943,3456766600.00,00
944,3456777450.00,58
945,3456788300.00,3E
946,3456799150.00,0F
947,3456810000.00,00
948,3456820850.00,80
949,3456831700.00,A8
950,3456842550.00,12
951,3456853400.00,01
952,3456864250.00,0F
953,3456875100.00,27
954,3456885950.00,00
955,3456896800.00,00
956,3456907650.00,5C
957,3456918500.00,40
958,3456929350.00,56
959,3456940200.00,2F
960,3456951050.00,00
961,3456961900.00,00
962,3456972750.00,00
963,3456983600.00,00
964,3456994450.00,00
965,3457005300.00,00
966,3457016150.00,00
967,3457027000.00,00
968,3457037850.00,49
969,3457048700.00,F4
970,3457059550.00,B5
971,3457070400.00,62
972,3457081250.00,01
973,3457092100.00,01
974,3457102950.00,14
975,3457113800.00,00
976,3457124650.00,C8
977,3457135500.00,00
978,3457146350.00,00
979,3457157200.00,00
980,3457168050.00,C4
981,3457178850.00,43
982,3457189750.00,04
983,3457200550.00,26
984,3457211450.00,00
985,3457222250.00,00
986,3457233150.00,00
987,3457243950.00,00
988,3457254850.00,00
989,3457265650.00,00
990,3457276550.00,00
991,3457287350.00,00
992,3457298200.00,C0
993,3457309050.00,DF
994,3457319900.00,B6
995,3457330750.00,26
996,3457341600.00,8A
997,3457352450.00,09
998,3457363300.00,B5
999,3457374150.00,62
1000,3457385000.00,01
1001,3457395850.00,02
1002,3457406700.00,1C
1003,3457417550.00,00
1004,3457428400.00,C8
1005,3457439250.00,00
1006,3457450100.00,00
1007,3457460950.00,00
1008,3457471800.00,00
1009,3457482650.00,00
1010,3457493500.00,00
1011,3457504350.00,00
1012,3457515200.00,00
1013,3457526050.00,00
1014,3457536900.00,00
1015,3457547750.00,00
1016,3457558600.00,00
1017,3457569450.00,00
1018,3457580300.00,00
1019,3457591150.00,00
1020,3457602000.00,98
1021,3457612850.00,BD
1022,3457623700.00,FF
1023,3457634550.00,FF
1024,3457645400.00,FF
1025,3457656250.00,FF
1026,3457667100.00,FF
1027,3457677950.00,FF
1028,3457688800.00,00
1029,3457699650.00,76
1030,3457710500.00,84
1031,3457721350.00,DF
1032,3457732200.00,0F
1033,3457743050.00,E1
1034,3457753900.00,B5
1035,3457764750.00,62
1036,3457775600.00,01
1037,3457786450.00,12
1038,3457797300.00,24
1039,3457808150.00,00
1040,3457819000.00,C8
1041,3457829850.00,00
1042,3457840700.00,00
1043,3457851550.00,00
1044,3457862400.00,00
1045,3457873250.00,00
1046,3457884100.00,00
1047,3457894950.00,00
1048,3457905800.00,00
1049,3457916650.00,00
1050,3457927500.00,00
1051,3457938350.00,00
1052,3457949200.00,00
1053,3457960050.00,00
1054,3457970900.00,00
1055,3457981750.00,00
1056,3457992600.00,00
1057,3458003450.00,00
1058,3458014300.00,00
1059,3458025150.00,00
1060,3458036000.00,00
1061,3458046850.00,00
1062,3458057700.00,00
