Id,Time[ns],0:UART: RX/TX
1030,1983071410.00,35
1031,1983082250.00,33
1032,1983093110.00,0D
1033,1983103950.00,0A
1034,1983114800.00,24
1035,1983125640.00,47
1036,1983136500.00,4E
1037,1983147350.00,54
1038,1983158190.00,58
1039,1983169030.00,54
1040,1983179890.00,2C
1041,1983190740.00,30
1042,1983201580.00,31
1043,1983212430.00,2C
1044,1983223290.00,30
1045,1983234130.00,31
1046,1983244970.00,2C
1047,1983255810.00,30
1048,1983266670.00,32
1049,1983277520.00,2C
1050,1983288360.00,52
1051,1983299210.00,4F
1052,1983310050.00,4D
1053,1983320910.00,20
1054,1983331750.00,53
1055,1983342600.00,50
1056,1983353440.00,47
1057,1983364300.00,20
1058,1983375140.00,35
1059,1983385990.00,2E
1060,1983396830.00,31
1061,1983407690.00,30
1062,1983418530.00,20
1063,1983429380.00,28
1064,1983440220.00,37
1065,1983451080.00,62
1066,1983461930.00,32
1067,1983472770.00,30
1068,1983483610.00,32
1069,1983494460.00,65
1070,1983505310.00,29
1071,1983516160.00,2A
1072,1983527000.00,37
1073,1983537850.00,43
1074,1983548710.00,0D
1075,1983559550.00,0A
1076,1983570390.00,24
1077,1983581240.00,47
1078,1983592100.00,4E
1079,1983602940.00,54
1080,1983613790.00,58
1081,1983624630.00,54
1082,1983635490.00,2C
1083,1983646330.00,30
1084,1983657170.00,31
1085,1983668020.00,2C
1086,1983678880.00,30
1087,1983689720.00,31
1088,1983700570.00,2C
1089,1983711410.00,30
1090,1983722250.00,32
1091,1983733110.00,2C
1092,1983743960.00,46
1093,1983754800.00,57
1094,1983765650.00,56
1095,1983776500.00,45
1096,1983787350.00,52
1097,1983798190.00,3D
1098,1983809030.00,53
1099,1983819890.00,50
1100,1983830740.00,47
1101,1983841580.00,20
1102,1983852430.00,35
1103,1983863290.00,2E
1104,1983874130.00,31
1105,1983884970.00,30
1106,1983895820.00,2A
1107,1983906680.00,34
1108,1983917520.00,30
1109,1983928360.00,0D
1110,1983939210.00,0A
1111,1983950050.00,24
1112,1983960910.00,47
1113,1983971750.00,4E
1114,1983982600.00,54
1115,1983993440.00,58
1116,1984004300.00,54
1117,1984015150.00,2C
1118,1984025990.00,30
1119,1984036830.00,31
1120,1984047690.00,2C
1121,1984058530.00,30
1122,1984069380.00,31
1123,1984080220.00,2C
1124,1984091080.00,30
1125,1984101930.00,32
1126,1984112770.00,2C
1127,1984123610.00,50
1128,1984134460.00,52
1129,1984145320.00,4F
1130,1984156160.00,54
1131,1984167010.00,56
1132,1984177850.00,45
1133,1984188710.00,52
1134,1984199550.00,3D
1135,1984210390.00,33
1136,1984221240.00,34
1137,1984232100.00,2E
1138,1984242940.00,31
1139,1984253790.00,30
1140,1984264630.00,2A
1141,1984275490.00,31
1142,1984286330.00,45
1143,1984297180.00,0D
1144,1984308020.00,0A
1145,1984318880.00,24
1146,1984329730.00,47
1147,1984340570.00,4E
1148,1984351410.00,54
1149,1984362250.00,58
1150,1984373110.00,54
1151,1984383960.00,2C
1152,1984394800.00,30
1153,1984405650.00,31
1154,1984416510.00,2C
1155,1984427350.00,30
1156,1984438190.00,31
1157,1984449040.00,2C
1158,1984459890.00,30
1159,1984470740.00,32
1160,1984481580.00,2C
1161,1984492430.00,43
1162,1984503290.00,48
1163,1984514130.00,49
1164,1984524970.00,50
1165,1984535820.00,49
1166,1984546680.00,44
1167,1984557520.00,3D
1168,1984568370.00,30
1169,1984579210.00,30
1170,1984590050.00,30
1171,1984600910.00,30
1172,1984611750.00,30
1173,1984622600.00,30
1174,1984633440.00,45
1175,1984644300.00,42
1176,1984655150.00,42
1177,1984665990.00,39
1178,1984676830.00,39
1179,1984687690.00,31
1180,1984698540.00,30
1181,1984709380.00,46
1182,1984720230.00,32
1183,1984731080.00,42
1184,1984741930.00,35
1185,1984752770.00,34
1186,1984763610.00,2A
1187,1984774460.00,30
1188,1984785320.00,32
1189,1984796160.00,0D
1190,1984807010.00,0A
1191,1984817850.00,24
1192,1984828710.00,47
1193,1984839550.00,4E
1194,1984850400.00,54
1195,1984861240.00,58
1196,1984872100.00,54
1197,1984882940.00,2C
1198,1984893790.00,30
1199,1984904630.00,31
1200,1984915490.00,2C
1201,1984926330.00,30
1202,1984937180.00,31
1203,1984948020.00,2C
1204,1984958880.00,30
1205,1984969730.00,32
1206,1984980570.00,2C
1207,1984991410.00,47
1208,1985002260.00,50
1209,1985013110.00,53
1210,1985023960.00,3B
1211,1985034800.00,47
1212,1985045650.00,4C
1213,1985056510.00,4F
1214,1985067350.00,3B
1215,1985078190.00,47
1216,1985089040.00,41
1217,1985099900.00,4C
1218,1985110740.00,3B
1219,1985121590.00,42
1220,1985132430.00,44
1221,1985143290.00,53
1222,1985154130.00,2A
1223,1985164970.00,37
1224,1985175820.00,37
1225,1985186680.00,0D
1226,1985197520.00,0A
1227,1985208370.00,24
1228,1985219210.00,47
1229,1985230050.00,4E
1230,1985240910.00,54
1231,1985251760.00,58
1232,1985262600.00,54
1233,1985273450.00,2C
1234,1985284300.00,30
1235,1985295150.00,31
1236,1985305990.00,2C
1237,1985316830.00,30
1238,1985327690.00,31
1239,1985338540.00,2C
1240,1985349380.00,30
1241,1985360230.00,32
1242,1985371090.00,2C
1243,1985381930.00,53
1244,1985392770.00,42
1245,1985403620.00,41
1246,1985414460.00,53
1247,1985425320.00,3B
1248,1985436160.00,51
1249,1985447010.00,5A
1250,1985457850.00,53
1251,1985468710.00,53
1252,1985479550.00,2A
1253,1985490400.00,36
1254,1985501240.00,30
1255,1985512100.00,0D
1256,1985522950.00,0A
1257,1985533790.00,24
1258,1985544630.00,47
1259,1985555490.00,4E
1260,1985566330.00,54
1261,1985577180.00,58
